fill	x	y	tooltip
#FFFFFF	0.720920042339197	0.727361544306755	GORDONVILLE 3.3 NNW
#FFFFFF	0.315738246553002	0.760005961614225	MULESHOE NUMBER 1
#FFFFFF	0.357093644417253	0.756637480726959	OLTON
#FFFFFF	0.387106084863277	0.757447621699846	PLAINVIEW
#FFFFFF	0.416619933774436	0.761097519977693	SOUTH PLAINS 2.0 ENE
#FFFFFF	0.438772632663875	0.761088992177979	FLOMOT 2 E
#FFFFFF	0.440330731210335	0.764124888876374	FLOMOT 4 NE
#FFFFFF	0.476125448484332	0.752680581659387	MATADOR W.M.A.
#FFFFFF	0.551682840663977	0.754249696806873	VERNON
#FFFFFF	0.316409960148587	0.795890942813241	FRIONA
#FFFFFF	0.34487815181301	0.79126887536793	DIMMITT 2 N
#FFFFFF	0.358347048136848	0.77284030018469	HART
#F3F9FF	0.383006554465482	0.78800272807724	TULIA
#FFFFFF	0.414916412696973	0.78158129489215	SILVERTON
#FFFFFF	0.442851388414385	0.77504900031077	TURKEY
#EDF7FF	0.489864415222891	0.778715954188046	CHILDRESS 2
#FFFFFF	0.467780965157738	0.803233378367507	MEMPHIS
#FFFFFF	0.360964653694901	0.842512423852932	BUSHLAND 1 WSW
#FFFFFF	0.385471812610102	0.842989980636949	AMARILLO 5.3 E
#FFFFFF	0.487648452845704	0.844925791172162	SHAMROCK 2
#FFFFFF	0.448792937538217	0.864258313125148	LEFORS
#FFFFFF	0.396489300554178	0.883445862482987	CEDAR
#FFFFFF	0.397701154979202	0.886686426374534	SANFORD DAM
#FFFFFF	0.437560778238851	0.873869143403497	PAMPA 2
#FFFFFF	0.488707959857296	0.885671618208497	BRISCOE 8.1 NNE
#E3F2FF	0.330398222654579	0.917036865558777	DALHART
#FFFFFF	0.368388127658477	0.901047241093912	DUMAS
#FFFFFF	0.503326386664301	0.921769794400378	HIGGINS 1 N
#D2EAFF	0.295552214273316	0.944129685252046	TEXLINE 0.3 WNW
#D1EAFF	0.361857963528204	0.940317758779621	STRATFORD 0.5 ESE
#FFFFFF	0.407686835441401	0.934305659980832	GRUVER
#FFFFFF	0.447927327234629	0.945101854419509	PERRYTON
