x	y	group
0.496368918508835	0.471194968680035	1913
0.516272531230967	0.479431212302968	1913
0.529260301958401	0.474933556074914	1913
0.5418131907618	0.477882895606207	1913
0.555826305285852	0.485969049954162	1913
0.570210825491645	0.489620748450529	1913
0.584101331509856	0.504116113088244	1913
0.594731757305509	0.502372178046609	1913
0.60222040203011	0.507063368425286	1913
0.528837499799275	0.408269661511675	1914
0.537308015986072	0.404611424751267	1914
0.5513049345951	0.406279888765427	1914
0.655637290730759	0.457841855911192	1915
0.660400801707931	0.454417091545811	1915
0.664658565669224	0.455778033721683	1915
0.631090351828446	0.464034696308253	1916
0.64347919778448	0.460053967157158	1916
0.652605192180008	0.452808937836792	1916
0.666212817443494	0.455333876918028	1916
0.627077651838935	0.476524417111672	1917
0.648460380668498	0.469011614880267	1917
0.6504142750251	0.460904946910098	1917
0.656295538892461	0.459218716078012	1917
0.745405002851284	0.53569152294581	1918
0.751251950463769	0.527808615059572	1918
0.74198957397125	0.540555306610131	1919
0.743893301017097	0.536617595091917	1919
0.628787482176779	0.591088015233243	1920
0.632473789605313	0.581635612712432	1920
0.649061729841236	0.388214029045788	1921
0.65307966227191	0.387834068665605	1921
0.659865854540314	0.375729804409285	1921
0.670929200440809	0.369638870366034	1921
0.671642771488235	0.365631657280146	1921
0.680117288872098	0.356790555584617	1921
0.527888637174152	0.528224723929966	1922
0.530865489705376	0.525348628817642	1922
0.531294332439445	0.528295978813262	1922
0.537045447296488	0.526715872184724	1922
0.53878401589641	0.5216711098493	1922
0.543975715898749	0.523515767586144	1922
0.543649053959846	0.525995936571658	1922
0.552485165159537	0.520424061555296	1922
0.557610578802292	0.526654945319663	1922
0.567562019183322	0.52370115257136	1922
0.571387477969331	0.527314665286164	1922
0.575072323555183	0.526623818850705	1922
0.576581524814326	0.522587137952903	1922
0.578316938437814	0.524583637427565	1922
0.589697828977007	0.520772563735112	1922
0.589610844836332	0.517639687192802	1922
0.592977376429049	0.522088498742431	1922
0.595318371713416	0.520064283065917	1922
0.594818318335868	0.514400876616878	1922
0.598226667908595	0.517035681900177	1922
0.59863123546731	0.512329615627677	1922
0.60282402048682	0.513221055526363	1922
0.599965275287859	0.508866618577836	1922
0.60222040203011	0.507063368425286	1922
0.426275220478589	0.62044065494798	1923
0.432168641669542	0.619630655536569	1923
0.433739589335348	0.614270697195894	1923
0.437983734822856	0.617216767168776	1923
0.441783379032146	0.614598969729228	1923
0.437824577480043	0.608763207067377	1923
0.442684268149269	0.608095337935469	1923
0.445631189953658	0.603351322954239	1923
0.4409275023433	0.595865383291936	1923
0.444527363694522	0.594574322170825	1923
0.443915011576093	0.587140639159612	1923
0.448949247369375	0.584887310499286	1923
0.450019026751562	0.577480299887241	1923
0.45457779180743	0.575860160355723	1923
0.394304038258263	0.588263418650616	1924
0.399226321554783	0.592353399149414	1924
0.41429805947543	0.592863597792398	1924
0.418523930198209	0.588526833003219	1924
0.427977779689882	0.590042886475321	1924
0.431763112937146	0.586260475570489	1924
0.445827087260196	0.586100390008687	1924
0.552992451576782	0.42590804054	1925
0.576902031225238	0.417692453806316	1925
0.601132464221218	0.42043679441305	1925
0.608167529146739	0.423653669782549	1925
0.609392079651207	0.427552390494908	1925
0.618032332323703	0.424153067114415	1925
0.61929446901253	0.427161153805162	1925
0.620632663762536	0.423710000163563	1925
0.621628154391005	0.425875350925354	1925
0.625739610821319	0.42916703471229	1925
0.627768947617052	0.425627286612236	1925
0.629882729199075	0.430012566053992	1925
0.633822141080377	0.428677443497315	1925
0.6358322419377	0.43416707300211	1925
0.471637124717506	0.418768946106029	1926
0.485789275645985	0.415762896706634	1926
0.492768826559028	0.421144743350836	1926
0.504779073265454	0.419334670958515	1926
0.51022445456327	0.423359460692395	1926
0.51022445456327	0.423359460692395	1927
0.510583086606882	0.423458714900493	1927
0.51022445456327	0.423359460692395	1928
0.510583086606882	0.423458714900493	1928
0.510583086606882	0.423458714900493	1929
0.512705909315402	0.433447942413338	1929
0.521742342129015	0.44212701591429	1929
0.521742342129015	0.44212701591429	1930
0.528297012725715	0.444530718678104	1930
0.521742342129015	0.44212701591429	1931
0.515400572887657	0.445080903321171	1931
0.497425386882018	0.442663983320579	1931
0.491452983252037	0.438945009865044	1931
0.477538816988032	0.445925581882901	1931
0.474697230262753	0.45282035570783	1931
0.528297012725715	0.444530718678104	1932
0.528606054993767	0.444951280765509	1932
0.528297012725715	0.444530718678104	1933
0.528606054993767	0.444951280765509	1933
0.528606054993767	0.444951280765509	1934
0.547958485161427	0.459187352536221	1934
0.552330047793134	0.455591937517972	1934
0.557558642184077	0.455597528343464	1934
0.560051791677656	0.453042836621804	1934
0.572403512646501	0.45759450196379	1934
0.572835317152784	0.46040886518676	1934
0.599713555811576	0.463159838716112	1934
0.603991940687763	0.466671254907173	1934
0.610678299003657	0.459770844206633	1934
0.609652377671844	0.456661228943605	1934
0.94690638613976	0.46232923102391	3
0.938466416301845	0.446242532056554	3
0.941424879807779	0.437994917465481	3
0.93668514402945	0.428552180352867	3
0.940923749611014	0.424982347880981	3
0.941193050671295	0.414376228717362	3
0.631792150575742	0.751104265637823	18
0.636493491343446	0.754048298319353	18
0.637096071760281	0.742642034469673	18
0.647127841469972	0.740721669485303	18
0.644519160700394	0.732674505943203	18
0.652262910476297	0.728672551098619	18
0.666681862582502	0.740720342559668	18
0.67141994400642	0.737859360413998	18
0.671476074333433	0.733448924815865	18
0.681135939077362	0.732925791206273	18
0.682849962431515	0.726028365235633	18
0.68746008795538	0.726280456375776	18
0.691586702260843	0.731691961001826	18
0.695052144026753	0.72976581502203	18
0.698041654550569	0.73419577075371	18
0.701343938469089	0.72851057065972	18
0.698594798231745	0.726048263150707	18
0.699393737844775	0.720751315016563	18
0.704401042770291	0.717225117590257	18
0.706175736404379	0.724498951259719	18
0.709378917637973	0.726088627785097	18
0.706591229350101	0.728772184793804	18
0.709974380660647	0.7275322896182	18
0.713842004363276	0.731943909727714	18
0.631792150575742	0.751104265637823	19
0.618121470795302	0.754755773964256	19
0.610719002077597	0.746744332522379	19
0.601962680758225	0.755024589825199	19
0.591048489207873	0.75197893306003	19
0.575111372274711	0.76021257144015	19
0.565936441812525	0.758537095869064	19
0.565936441812525	0.758537095869064	20
0.561018505264704	0.759708246745609	20
