x	y	clickSelects	tooltip
0.655438354093324	0.355019781773046	US1TXGP0016	KINGSBURY
0.679391522414229	0.3488450673151	US1TXGZ0021	GONZALES
0.696842226134575	0.346327934376438	US1TXGZ0026	GONZALES
0.708268282141944	0.354498433850476	USC00413183	FLATONIA 4 SE
0.763992811045767	0.356763038889142	USR0000TATT	ATTWATER NWR
0.798921918016174	0.350425403205392	USC00417594	RICHMOND
0.807640344993919	0.3503357965312	US1TXFB0027	SUGAR LAND
0.827092339736163	0.347484675079642	US1TXBRZ025	PEARLAND
0.836406306602777	0.349790010424759	US1TXHRR168	PEARLAND
0.849591282747039	0.346059114353863	US1TXGV0029	KEMAH
0.890122619602273	0.357373993485904	USR0000TANA	ANAHUAC NWR
0.912393041493001	0.359882980363276	USR0000TMCF	MCFADDEN
0.273932731330886	0.360192530692302	US1TXBRS023	ALPINE
0.38494552154552	0.370529882469524	US1TXVV0014	LANGTRY
0.396932493029616	0.368819209598589	USC00415048	LANGTRY
0.414036952628527	0.359899272485856	US1TXVV0015	COMSTOCK SEMINOLE CAN
0.476700213725915	0.370920893411452	US1TXED0001	ROCKSPRINGS
0.509773452205429	0.363784943721266	US1TXRL0005	CAMP WOOD
0.511345400516746	0.37471695797267	US1TXRL0016	LEAKEY
0.556938826427366	0.368843647782459	USC00415742	MEDINA 1 NE
0.573115351780831	0.365699268124455	US1TXBND029	BANDERA
0.588017698767413	0.370293646692109	US1TXKN0022	BOERNE
0.602158308686837	0.370016680608243	US1TXKN0060	BOERNE
0.615668754305248	0.370806848553389	US1TXCML007	SPRING BRANCH
0.617836242505434	0.369796736953409	US1TXCML104	SPRING BRANCH
0.629414645926235	0.366228762108316	US1TXCML008	NEW BRAUNFELS
0.646325208817143	0.367043368237332	US1TXGP0088	SAN MARCOS
0.653935654606294	0.367532131914742	US1TXGP0079	STAPLES
0.711585300825297	0.365837751166388	US1TXFY0037	MULDOON
0.72691006564003	0.36059983375681	US1TXCLR004	WEIMAR
0.734430487957608	0.375889990798454	US1TXFY0033	FAYETTEVILLE
0.748945041528181	0.367141120972814	US1TXCLR006	NEW ULM
0.771028491593335	0.366049548759932	US1TXAS0005	SEALY
0.781768984240263	0.373967520333974	US1TXWL0009	BROOKSHIRE
0.786152434817635	0.360485788898748	US1TXFB0032	FULSHEAR
0.794462293732086	0.368232693185697	USC00414704	KATY CITY
0.813104077230171	0.369153198111486	US1TXHRR027	BUNKER HILL VILLAGE
0.825319569834414	0.367809097998608	US1TXHRR209	HOUSTON
0.837271916906366	0.366815278521208	US1TXHRR139	CLOVERLEAF
0.858891399848795	0.373910497904943	US1TXCHM008	MONT BELVIEU
0.876556774924431	0.367035222176042	USC00410235	ANAHUAC
0.351726860535003	0.388239419714347	USW00003032	DRYDEN TERRELL CO AIRPORT
0.378920873832543	0.389925654401411	US1TXTL0001	DRYDEN
0.407458314321253	0.389559081643353	US1TXVV0009	COMSTOCK
0.481270636128863	0.38160037976286	US1TXED0012	ROCKSPRINGS
0.490646926937335	0.378488584350017	US1TXED0025	ROCKSPRINGS
0.50338871060616	0.389607958011095	US1TXED0022	ROCKSPRINGS
0.549009836046495	0.386105151656323	US1TXKR0015	INGRAM
0.559701854516421	0.385420882507949	US1TXKR0063	KERRVILLE
0.572609835363535	0.381429312475767	US1TXKR0052	CENTER POINT
0.588668637715711	0.384695883053124	US1TXKN0066	COMFORT
0.605759247549765	0.384956557014409	US1TXKN0038	KENDALIA5 NNW
0.606832604326215	0.381380436108026	USC00414757	KENDALIA
0.615994223779397	0.379954875382247	USC00411433	CANYON DAM NUMBER 3
0.629400796161378	0.383384367185407	US1TXHYS122	WIMBERLEY
0.641470866234618	0.384761051543445	US1TXHYS003	WIMBERLEY
0.661130607449723	0.386341387433738	US1TXHYS117	KYLE
0.673283776112107	0.387400375401459	US1TXBST043	DALE
0.68163518432113	0.382406839830587	US1TXBST090	RED ROCK
0.682189174915427	0.386097005595033	US1TXBST021	ROCKNE
0.701031780003944	0.384866950340217	USC00418415	SMITHVILLE
0.71236781253974	0.38497284913699	US1TXFY0003	LA GRANGE
0.738779314122837	0.390976496307843	US1TXWA0001	BURTON
0.749201262178044	0.386398409862769	US1TXAS0008	INDUSTRY
0.748287177697454	0.391611889088476	US1TXWA0005	BRENHAM
0.766970510490111	0.386903465662759	USC00410655	BELLVILLE 6 NNE
0.811172035032561	0.388100936672414	US1TXHRR120	SPRING
0.826295978256862	0.382691951975743	USW00012960	HOUSTON INTERCONTINENTAL AIRPORT
0.837652785439945	0.38450037758216	US1TXHRR015	KINGWOOD
0.851862644183656	0.377331843646813	USC00410586	BAYTOWN
0.865421563979068	0.389143632517555	USC00415196	LIBERTY
0.909706187110662	0.386154028024064	US1TXJJ0011	BEAUMONT
0.929649848505343	0.387807678465968	US1TXOR0001	BRIDGE CITY
0.257091417264265	0.406836877639797	US1TXBRS001	ALPINE
0.438578735955872	0.40743154011398	US1TXVV0010	OZONA
0.471250331254521	0.395473122140015	US1TXED0024	ROCKSPRINGS
0.537673803510698	0.395774526407751	US1TXKR0035	MOUNTAIN HOME
0.54828272339148	0.397851772036743	US1TXKR0030	INGRAM
0.553974976747879	0.406168900614004	US1TXGS0012	HARPER
0.563614413088642	0.398829299391563	US1TXGS0003	HARPER
0.584195163666765	0.405411316914018	US1TXGS0022	FREDERICKSBURG
0.600143167900082	0.403668059797923	US1TXGS0015	STONEWALL
0.630488002702685	0.397509637462556	US1TXHYS049	DRIPPING SPRINGS
0.642336476538207	0.400401489220565	US1TXHYS007	DRIPPING SPRINGS
0.658291405653952	0.400075646768959	US1TXTV0165	AUSTIN
0.665638705910812	0.399236602456072	USW00013904	AUSTIN BERGSTROM AIRPORT
0.689986592530153	0.401867780252796	US1TXBST019	BASTROP
0.696295160422707	0.398242782978671	US1TXBST042	BASTROP
0.697451615788301	0.396678739210959	US1TXBST075	CIRCLE D KC ESTATES
0.754471097706292	0.397289693807722	USC00411048	BRENHAM
0.766568867309246	0.402356543930206	US1TXWA0014	WASHINGTON
0.798928842898603	0.39819390661093	US1TXMNG051	MAGNOLIA
0.811421330799995	0.403374801591476	US1TXMNG049	MAGNOLIA
0.805715227678738	0.396784638007731	US1TXMNG035	PINEHURST
0.812300790868441	0.401713005088282	US1TXMNG036	THE WOODLANDS
0.818969452647287	0.395864133081943	US1TXMNG030	THE WOODLANDS
0.838878489629826	0.395521998507756	USC00416280	NEW CANEY 2 E
0.855976024346309	0.392874528588451	USR0000TDAY	DAYTON
0.897712290744138	0.40207143178505	US1TXHRN002	KOUNTZE
0.90810653926963	0.404710755643064	USC00415435	LUMBERTON
0.93852062289652	0.402763846994714	USC00416680	ORANGE 9 N
0.226864305462951	0.410641088262305	US1TXPS0001	MARFA
0.243165478700131	0.414486029191264	USC00410176	ALPINE 7 NW
0.251530736674012	0.414982938929964	USC00410174	ALPINE
0.395956084607168	0.42357703359109	US1TXCRK003	OZONA
0.411917938605341	0.419194452616981	US1TXCRK012	OZONA
0.424680496921453	0.418925632594405	US1TXCRK024	OZONA
0.433191177426336	0.419080407758918	USC00416733	OZONA
0.518519578712888	0.420595575158889	USC00414670	JUNCTION 4 SSW
0.57418870855728	0.40893856145266	US1TXGS0049	FREDERICKSBURG
0.589949740965023	0.417744453707331	US1TXGS0025	WILLOW CITY
0.595967463795571	0.412677603584847	USC00413605	GOLD
0.615170162770381	0.409207381475236	US1TXBLC010	JOHNSON CITY
0.632420044900295	0.423650348142702	USC00418531	SPICEWOOD
0.642828143190645	0.419691362355681	US1TXTV0046	LAGO VISTA
0.669558189365461	0.420351193320184	US1TXTV0076	PFLUGERVILLE
0.67036840060962	0.420481530300827	US1TXTV0035	PFLUGERVILLE
0.687985301508256	0.415879005671883	US1TXBST072	ELGIN
0.698462648622893	0.421271698245973	US1TXWM0076	THRALL
0.696454432718567	0.42063630546534	US1TXWM0048	THRALL
0.711786122415729	0.417426757317014	USC00415193	LEXINGTON
0.724576380261554	0.41332928848806	USC00412462	DIME BOX
0.744561590950809	0.411748952597768	USC00418446	SOMERVILLE DAM
0.752802201040973	0.408873392962339	US1TXWA0017	BRENHAM
0.770938468121761	0.410681818568756	USC00419491	WASHINGTON STATE PARK
0.807356424814343	0.415064399542866	US1TXMNG020	MONTGOMERY
0.822563466627788	0.413378164855801	USW00053902	CONROE MONTGOMERY CO AIRPORT
0.845415578642527	0.413940243084823	USC00411810	CLEVELAND
0.906493041663741	0.414486029191264	USC00418311	SILSBEE 4 N
0.928555717081607	0.419618047804069	USR0000TKIR	KIRBYVILLE
0.154540833377514	0.441115503548819	US1TXHDS026	BOSQUE BONITA
0.171125926794271	0.438785730019832	USC00419274	VALENTINE
0.18320292174994	0.429328152861948	USC00419275	VALENTINE
0.193957264161725	0.432448094336082	USC00419270	VALENTINE
0.235818178443271	0.433173093790907	USC00413262	FORT DAVIS
0.341187189478507	0.42993910745871	USC00413291	FORT STOCKTON
0.461285425439608	0.430737421465147	US1TXSU0010	SONORA
0.521157958918226	0.425931245303948	USW00013973	JUNCTION KIMBLE CO AIRPORT
0.532708662809314	0.430712983281276	US1TXKM0002	JUNCTION
0.575144342332442	0.434378710861851	US1TXMSN006	MASON
0.582768637886451	0.431299499694168	USC00417243	PRAIRIE MOUNTAIN
0.615945749602396	0.433156801668326	US1TXBRT013	HIGHLAND HAVEN
0.628278965207927	0.430729275403857	US1TXBRT087	MARBLE FALLS
0.640785302874175	0.430436017197411	USR0000TBEL	BALCONES
0.656892579403353	0.434957081213453	US1TXWM0115	GEORGETOWN
0.670236827843474	0.432439948274792	US1TXWM0071	GEORGETOWN
0.683948095052319	0.431926746413511	USC00418862	TAYLOR 1 NW
0.698282601679746	0.434395002984432	USC00419001	THORNDALE
0.710532718696133	0.433857362939281	US1TXMLM002	ROCKDALE
0.725421215917857	0.437873371155333	US1TXMLM016	MILANO
0.756721684495622	0.432317757355439	USW00003904	COLLEGE STATION EASTERWOOD FIELD
0.801726495399802	0.43528292366506	US1TXWK0003	HUNTSVILLE
0.81380349035547	0.440968874445596	US1TXWK0018	HUNTSVILLE
0.854805719215856	0.43916859490047	US1TXPL0024	LIVINGSTON
0.890732009255999	0.438932359123055	US1TXTR0003	WOODVILLE
0.889617103184977	0.427878153952298	USC00419754	WILDWOOD
0.928431069197892	0.436496686797295	US1TXJS0003	KIRBYVILLE
0.1452753406879	0.451843866267969	US1TXHDS028	BOB LOVE RANCH
0.226372638810512	0.441775334513323	USC00416104	MOUNT LOCKE
0.345653738645025	0.456641896367877	USC00410482	BAKERSFIELD
0.366518409402726	0.451583192306684	US1TXPC0012	IRAAN
0.46347368828708	0.455143021090487	USC00412809	ELDORADO
0.497343288245897	0.451729821409907	USC00413257	FORT MCKAVETT
0.534890000774357	0.442410727293956	USC00415312	LONDON 3 N
0.55826147897125	0.445237410561644	USC00415650	MASON
0.598176501290329	0.444805669313265	USC00415272	LLANO
0.617351500735424	0.45336717972923	US1TXBRT057	BURNET
0.642343401420635	0.446255668222915	USC00410738	BERTRAM 3 ENE
0.657848213178514	0.452682910580856	USC00413199	FLORENCE 3 SE
0.665825677736387	0.452128978413125	US1TXWM0113	JARRELL
0.676981663329038	0.448862407835768	US1TXWM0119	BARTLETT
0.690492108947449	0.442883198848786	USC00413686	GRANGER DAM
0.697922507793453	0.444675332332622	US1TXMLM001	THORNDALE
0.714493751445354	0.442068592719769	US1TXMLM009	ROCKDALE
0.727574854353185	0.451037406200243	US1TXMLM014	GAUSE
0.754955839476302	0.442467749722987	US1TXBZS088	BRYAN
0.810818866028697	0.447461285293859	US1TXWK0013	HUNTSVILLE
0.821386236614907	0.454051448877604	US1TXWK0021	RIVERSIDE
0.836572503781066	0.451966057187322	US1TXSJ0010	POINT BLANK
0.89196463832831	0.446866622819677	USC00419898	WOODVILLE
0.907878018149483	0.448927576326089	USC00419101	TOWN BLUFF DAM
0.148523110546966	0.46016914090652	US1TXHDS024	FRENCHMAN CANYON
0.15391759395893	0.470310987212777	US1TXHDS004	ALLAMOORE
0.17001102072325	0.469178684693444	USC00419295	VAN HORN
0.220313366685392	0.467068854819291	USC00414770	KENT 8 SE
0.245970056083758	0.464510991574179	USC00410498	BALMORHEA
0.303003387766606	0.458605097138808	USW00023091	FORT STOCKTON PECOS CO AIRPORT
0.353651977850184	0.464437677022567	US1TXPC0011	MCCAMEY
0.42480514480517	0.464608744309661	USR0000TBAR	BARNHART
0.519772982432485	0.457994142542045	USC00415822	MENARD
0.578156666188931	0.46359048664839	USC00418863	TAYLOR RANCH
0.608833895348112	0.470034021128912	USR0000TCOL	COLORADO BEND
0.633721922796892	0.47242081708693	US1TXLP0002	LAMPASAS
0.629608542634239	0.469919976270849	US1TXLP0004	LAMPASAS
0.642114880300487	0.460307623948452	USC00419504	WATSON
0.661996217753311	0.470514638745031	US1TXBEL025	KILLEEN
0.676143752555164	0.468812111935387	USC00418646	STILLHOUSE HOLLOW DAM
0.685741639601354	0.470091043557943	US1TXBEL029	TEMPLE
0.695464174531262	0.467647225170893	US1TXBEL001	TEMPLE
0.787495862008805	0.460828971871023	USC00415477	MADISONVILLE
0.821898677914631	0.466156495954792	US1TXTT0003	TRINITY
0.913473323151879	0.470824189074058	USC00417936	SAM RAYBURN DAM
0.91980266569172	0.458882063222673	USC00414563	JASPER
0.154464659670797	0.489112096670482	US1TXHDS037	LC RANCH
0.351131320646134	0.476624184712657	USC00415707	MCCAMEY
0.458425448996551	0.485878110338286	US1TXTG0005	KNICKERBOCKER
0.515410306502398	0.483768280464133	USC00412741	EDEN
0.550602559005098	0.485878110338286	US1TXMCC009	BRADY
0.590926149387471	0.488932883322099	USC00417994	SAN SABA 7 NW
0.651096452810523	0.474978680332043	US1TXCRL005	COPPERAS COVE
0.676136827672735	0.47580957858364	US1TXBEL009	BELTON
0.689030958754991	0.480941597196445	US1TXBEL039	TEMPLE
0.702576028785546	0.479499744348085	US1TXFA0006	LOTT
0.694072273163091	0.479108733406157	US1TXBEL027	TROY
0.783749500614873	0.486806761325365	USC00411596	CENTERVILLE
0.868233066245123	0.485014627841528	USW00093987	LUFKIN ANGELINA CO AIRPORT
0.893772032642203	0.477707610864249	US1TXAG0002	ZAVALLA
0.922842689077923	0.485715189112483	USC00417040	PINELAND
0.931651139527241	0.488615186931782	USR0000TSBS	SABINE SOUTH
0.948222383179142	0.478082329683596	US1TXNW0002	BURKEVILLE
0.160794002210638	0.491629229609144	US1TXHDS030	MCADOO RANCH
0.341706555660661	0.498952538709004	USC00412082	CRANE 2 E
0.469207490938052	0.502243547470231	US1TXTG0011	SAN ANGELO
0.602601501162274	0.501648884996049	USC00413614	GOLDTHWAITE 1 WSW
0.673228377052677	0.493242149744597	US1TXCRL004	GATESVILLE
0.693850676925373	0.501485963770246	US1TXMCL018	LORENA
0.722554314592372	0.492957037599441	USC00415611	MARLIN 3 NE
0.742809595696345	0.497689899209028	USC00419004	THORNTON 1 SSE
0.745316403135538	0.49581630511229	US1TXLT0005	THORNTON
0.820105133365596	0.493787935851038	US1TXHST003	CROCKETT
0.841800790014741	0.497958719231604	USR0000TRAT	RATCLIFF
0.869749615497011	0.493616868563945	USC00415427	LUFKIN 2
0.889367807417543	0.496582034873565	US1TXNC0004	ETOILE
0.940750435038564	0.491898049631719	US1TXSB0001	HEMPHILL
0.0682637231982274	0.51777808635058	US1TXEP0050	RIO BOSQUE WETLANDS PARK
0.0766220562896792	0.521142409663418	US1TXEP0061	HORIZON CITY
0.0720793334164458	0.519814601673121	US1TXEP0062	SPARKS
0.115899989425317	0.50704157757014	US1TXHDS039	FORT HANCOCK
0.310586134026043	0.516442132298992	USW00003047	MONAHANS 6 ENE
0.416052093415281	0.509224721995904	USC00411974	COPE RANCH
0.454547514836474	0.520564039311816	USC00419499	WATER VALLEY
0.457906082814398	0.51632808744093	US1TXTG0022	CARLSBAD
0.493984720267973	0.507220790918523	US1TXTG0038	MILES
0.515368757207826	0.510878372437808	USC00416747	PAINT ROCK 5 NE
0.528567583116945	0.507008993324979	USR0000TCLM	COLEMAN
0.558801619800689	0.513615449031304	USC00418046	SANTA ANNA
0.593322158707804	0.508792980747525	US1TXMLS002	MULLIN
0.699376733103482	0.513468819928081	US1TXMCL021	WACO
0.708122859610942	0.507929498250768	US1TXMCL026	WACO
0.752539055508682	0.511082023970062	US1TXLT0002	MEXIA
0.795390227977534	0.517378929347361	US1TXFT0001	OAKWOOD
0.875940460388276	0.515994098928033	USC00416177	NACOGDOCHES
0.0485278082764069	0.535992679395392	US1TXEP0036	EL PASO
0.0634647796751322	0.531854480259988	USW00023044	EL PASO AIRPORT
0.0690323851478141	0.528864875766497	US1TXEP0059	EL PASO
0.0850219386757036	0.538607565069536	US1TXEP0087	HUECO TANKS
0.11588613966046	0.528433134518118	US1TXHDS008	CORNUDAS
0.142332265655699	0.537214588588917	USC00412354	DELL CITY 5 SSW
0.171970762450574	0.533483692518021	USW00023055	PINE SPRINGS GUADALUPE MOUNTAINS NATIONAL PARK
0.283267472844785	0.529321055198746	USW00023040	WINKLER CO AIRPORT
0.29107874022437	0.534273860463167	USC00414775	KERMIT
0.361213949462335	0.535194365388956	US1TXMDL018	MIDLAND
0.380028855021137	0.52708088834395	US1TXMDL037	MIDLAND
0.506615705817938	0.526176675540741	USC00410493	BALLINGER 2 NW
0.530658897610416	0.537239026772788	USC00413579	GLEN COVE 2 NE
0.577997393893071	0.525924147640746	USC00411138	BROWNWOOD 2 ENE
